class,P,R
microALL,0.9580449820301804,0.3293099493686293
microALL,0.957854574688919,0.33049018452314155
microALL,0.9576690981313896,0.33167475961538184
microALL,0.9574825116165419,0.3328556614282512
microALL,0.9573033070996991,0.33403932511716466
microALL,0.9571268505951532,0.3352238497914675
microALL,0.9569504720281412,0.33640781795503283
microALL,0.9567781647946111,0.3375924077219065
microALL,0.9566057736519655,0.33877591369813526
microALL,0.9564065758517096,0.3399420388248251
microALL,0.9562448542993653,0.3411342720442969
microALL,0.9560336572894126,0.34228001149704274
microALL,0.955841521004506,0.3434391019226392
microALL,0.9556481377921838,0.344593911436989
microALL,0.9554605443767706,0.3457522099654422
microALL,0.9552669752670093,0.3469045289661841
microALL,0.9551127491476228,0.34809503420554433
microALL,0.9549272199423415,0.3492513868069105
microALL,0.954743626658934,0.3504076609480789
microALL,0.9545330357769113,0.35153597133199643
microALL,0.9543310648286527,0.352671058545827
microALL,0.9541253868732156,0.3538004081285487
microALL,0.9539201431607364,0.3549286655246805
microALL,0.9537161437945127,0.3560570639104647
microALL,0.9535124451162115,0.35718412981514486
microALL,0.9533062703988772,0.35830799604462193
microALL,0.9531082362980612,0.3594367152782777
microALL,0.9529117108329477,0.3605654135493018
microALL,0.9527142788666444,0.36169202541561957
microALL,0.9525148148249057,0.3628168931240573
microALL,0.9523166262683948,0.36394217024872655
microALL,0.9521153006627753,0.36506458728574087
microALL,0.9519361418383735,0.36620533968989327
microALL,0.9517345934459104,0.36732760746784093
microALL,0.9515295266757661,0.3684449679213647
microALL,0.9513405117853858,0.3695705146265172
microALL,0.9511591800972155,0.3707012208567337
microALL,0.9509608923591127,0.37181848648129023
microALL,0.9507796206503903,0.3729461764303462
microALL,0.9506028233698691,0.37407695463351565
microALL,0.9504182629142557,0.3752006493801874
microALL,0.9502456456581266,0.3763316916448917
microALL,0.9500649690226107,0.3774557153122497
microALL,0.9498766486281972,0.3785742743864365
microALL,0.9497016627949536,0.3797006174885888
microALL,0.9495221430394806,0.3808219624126039
microALL,0.9493366526570747,0.3819396984965429
microALL,0.9491639002145298,0.38306456998174687
microALL,0.94899762172563,0.3841936154165166
microALL,0.9488304911142895,0.3853219109604703
microALL,0.9486589573680694,0.3864453444364998
microALL,0.9484916250310675,0.3875723231478322
microALL,0.9483073465082442,0.38868482352962114
microALL,0.9481280575956822,0.389799472120911
microALL,0.9479683542501262,0.3909282620684413
microALL,0.9478070496457444,0.3920564203734274
microALL,0.9476252133952681,0.3931608156279825
microALL,0.9474426634620727,0.39426440601762114
microALL,0.9472628646378605,0.3953675066838439
microALL,0.947083558237681,0.39646960080951266
microALL,0.9468922220558027,0.3975628405343138
microALL,0.9467144325027699,0.3986644067843832
microALL,0.9465327060430673,0.39976064898135394
microALL,0.9463592678990574,0.40086311531306074
microALL,0.9461864671565725,0.4019655246540665
microALL,0.9460171724646944,0.4030691255120657
microALL,0.9458395891717175,0.4041648665875087
microALL,0.9456706405528666,0.40526731452305487
microALL,0.9455011115755125,0.40636811085510466
microALL,0.9453209384285342,0.4074602025161736
microALL,0.9451464049847438,0.40855365283359796
microALL,0.944976675800596,0.40965065046942145
microALL,0.944791093013067,0.410734363190783
microALL,0.9446201921408142,0.41182776003881405
microALL,0.9444583449117399,0.41292855044868965
microALL,0.9442846790144975,0.4140200774143159
microALL,0.9441265130951512,0.41512173051716555
microALL,0.9439620999949107,0.4162170310615962
microALL,0.9437990859097088,0.41731140818225293
microALL,0.9436376455865187,0.41840729883111993
microALL,0.9434461303939152,0.41947300863300985
microALL,0.9432456731638998,0.4205310518315366
microALL,0.9430473984227712,0.4215897650231818
microALL,0.9428533348245658,0.4226497191002213
microALL,0.9426626043524163,0.42371257164879067
microALL,0.9424787847633775,0.4247799406723
microALL,0.9423021767560906,0.4258517667558867
microALL,0.9421227756226399,0.42692040494169964
microALL,0.9419160397579253,0.4279604056607641
microALL,0.9417324939892493,0.4290237635229906
microALL,0.9415594339584954,0.4300935938536641
microALL,0.9413865898668876,0.431162276597856
microALL,0.9411880797851888,0.4322052229062696
microALL,0.9409726306143051,0.4332335336709092
microALL,0.9408019021444851,0.4343009806834156
microALL,0.9406294002850237,0.43536643934110586
microALL,0.9404197663561379,0.43639545165697924
microALL,0.9402128924435257,0.4374269247503089
microALL,0.9400233097750244,0.43847068922497817
microALL,0.9398281136961086,0.43950867779589897
microALL,0.9396345019593593,0.4405482832015765
microALL,0.939434985745086,0.441581850159364
microALL,0.9392473263424163,0.44262324979175255
microALL,0.9390537621630742,0.4436570807592659
microALL,0.9388436343339019,0.4446733242144575
microALL,0.9386170971746731,0.4456748019108145
microALL,0.9383723120573846,0.4466594720345722
microALL,0.938143363696989,0.4476556975926785
microALL,0.9379344076123299,0.4486681211421057
microALL,0.9377094078907013,0.4496649722668642
microALL,0.9374913423267421,0.45066636966577966
microALL,0.9372601144085531,0.4516561156894643
microALL,0.9370372611537534,0.4526515657405611
microALL,0.9368091495426238,0.45364005353689885
microALL,0.9366104618021184,0.4546539231749225
microALL,0.9364077493285919,0.4556625876707653
microALL,0.9361705682866907,0.45664078741200603
microALL,0.9359723958860161,0.45765174888387394
microALL,0.9357765751267931,0.45866331488183143
microALL,0.9355823360548623,0.4596811190951342
microALL,0.9353853501208117,0.4606898705512799
microALL,0.9351824154268269,0.46169284138476885
microALL,0.9349769663401402,0.4626918636584088
microALL,0.9347630216385924,0.4636817273817115
microALL,0.9345533656445768,0.4646754920791375
microALL,0.9343352883196074,0.4656615827153721
microALL,0.934072668804211,0.4666167446455497
microALL,0.9338014158709637,0.46756286932557406
microALL,0.9335565356791394,0.46851896906410434
microALL,0.9333443453648665,0.4695015015000725
microALL,0.9330942164242206,0.47046370742313676
microALL,0.9328472123126079,0.4714258531486483
microALL,0.932607872878214,0.47238132420496787
microALL,0.9323536836723468,0.4733341169766512
microALL,0.9321205394911101,0.4742928479291518
microALL,0.9318904675600648,0.47526674774188915
microALL,0.9316559168334195,0.47623614775867856
microALL,0.9314130549483983,0.4771966429782982
microALL,0.93117164006298,0.4781573752191349
microALL,0.9309442267599545,0.47912792126893916
microALL,0.9307156594882453,0.480083831756055
microALL,0.9304875880929966,0.481051728670334
microALL,0.9302462226063256,0.48200672484838647
microALL,0.9300258484633448,0.4829807615881756
microALL,0.9297988723242951,0.4839464682242461
microALL,0.9295777846298613,0.4849156825040084
microALL,0.929364924575957,0.4858921025452364
microALL,0.929146166997104,0.48685865687234575
microALL,0.9289417076634897,0.4878277221566562
microALL,0.9287250726223901,0.48878422340795646
microALL,0.9285224939636234,0.48975142716973835
microALL,0.9283307418682216,0.49072952175338524
microALL,0.9281360887650096,0.491702197400196
microALL,0.9279283561606686,0.49267412065020044
microALL,0.9277205375400763,0.4936466061325091
microALL,0.9274893326983477,0.49459544961113033
microALL,0.9273095925538866,0.49557967925391877
microALL,0.9271198235371579,0.4965536632545092
microALL,0.9269265928493782,0.4975217132841396
microALL,0.9267459908573793,0.49850277560136413
microALL,0.92655818856118,0.4994790209251539
microALL,0.9263531090647827,0.5004380481596027
microALL,0.9261582599976069,0.5014037443715308
microALL,0.9259821696619449,0.5023866348654339
microALL,0.9258004720945525,0.5033615106356472
microALL,0.9256113814178029,0.5043303606987404
microALL,0.9254276584852669,0.5053113067174934
microALL,0.9252456934114248,0.5062933936926697
microALL,0.9250540701888581,0.5072645602782576
microALL,0.9248811871491057,0.5082445371930349
microALL,0.9247157723890201,0.5092304595716259
microALL,0.9245294467626667,0.5101937294093362
microALL,0.9243217246220795,0.5111476798757167
microALL,0.924117003490117,0.5121033735347865
microALL,0.9239358557134134,0.5130793213550464
microALL,0.9237484992319484,0.5140403157362368
microALL,0.92356408835642,0.5150017742690668
microALL,0.9233955166894843,0.5159762974623198
microALL,0.9232262412241093,0.5169512667955578
microALL,0.9230570439887006,0.5179227337838899
microALL,0.9228986298930743,0.5189055907283222
microALL,0.9227382719435484,0.5198856888370285
microALL,0.9225714296926774,0.5208572974936941
microALL,0.9223982216754625,0.5218218876283377
microALL,0.9222372432636078,0.5227982057253191
microALL,0.9220587032402996,0.5237550377561208
microALL,0.9218634261603955,0.5246946682774217
microALL,0.9216741681717469,0.5256401698513438
microALL,0.921478595622052,0.5265756367135638
microALL,0.9213018237234304,0.5275303734442305
microALL,0.9211323783239701,0.5284925216714923
microALL,0.9209732894947585,0.5294631021903597
microALL,0.9207894102851751,0.5304147116761446
microALL,0.9206030181596808,0.5313591813581583
microALL,0.9204152199700016,0.5322979673350087
microALL,0.9202275190216656,0.5332361517767356
microALL,0.9200545383199296,0.5341883784369696
microALL,0.9198654410258809,0.5351236768544845
microALL,0.9196556273185832,0.5360394746708516
microALL,0.9194530732451285,0.5369659878654777
microALL,0.91926402955478,0.537906487500176
microALL,0.919070538977227,0.5388342459884331
microALL,0.9188857797296565,0.5397686243256251
microALL,0.918686521695145,0.540688319612889
microALL,0.918487214016618,0.541607134363031
microALL,0.9183048192177276,0.5425412980417551
microALL,0.9181018698095267,0.5434547145782094
microALL,0.917902515547428,0.544370431297596
microALL,0.9177156128080765,0.5452969133191488
microALL,0.9175185606424423,0.546224150432144
microALL,0.9173339563785842,0.5471567928482859
microALL,0.9171420485488091,0.54807847575969
microALL,0.9169583352560324,0.5490067109902038
microALL,0.9167605205182916,0.5499186550346113
microALL,0.9165655050860377,0.5508333488025836
microALL,0.9163447906440002,0.5517360510063734
microALL,0.9161453722930056,0.5526551383437337
microALL,0.9159643969143383,0.5535863673091942
microALL,0.9157587993834483,0.5545026050870848
microALL,0.915553375389539,0.5554166024106963
microALL,0.915345820311502,0.5563283088874081
microALL,0.9151311693757122,0.5572321333567993
microALL,0.9149436740321502,0.5581622611458926
microALL,0.9147558870778917,0.5590749846690356
microALL,0.9145466970295056,0.5599800497258531
microALL,0.9143633148629733,0.5608967164628166
microALL,0.9142072068637526,0.561843046440306
microALL,0.9140220776643085,0.5627714535593585
microALL,0.9138529234720753,0.5637001214431797
microALL,0.9136475389486605,0.5646049505813464
microALL,0.9134462010089953,0.5655143696289221
microALL,0.9132651099668728,0.5664312443525182
microALL,0.9130964708262005,0.5673584268605567
microALL,0.9129187637475589,0.5682822082348865
microALL,0.9127380008535676,0.5691947438219412
microALL,0.9125388609498083,0.5700977828025661
microALL,0.9123718944377086,0.5710227033062769
microALL,0.912191005450778,0.5719327128432543
microALL,0.9119826432375548,0.5728141243044965
microALL,0.9117561249477116,0.573687465409452
microALL,0.9115329841604455,0.574562038347063
microALL,0.91134140403199,0.5754599552183279
microALL,0.9111379269425286,0.5763428640242596
microALL,0.9109754526047452,0.5772668261102942
microALL,0.9107759569178858,0.5781512736367725
microALL,0.9105680044892809,0.5790308576415264
microALL,0.9103659024133106,0.5799233706188124
microALL,0.9101456892695059,0.5807962041200753
microALL,0.909927204986518,0.5816699831468382
microALL,0.9097305992119036,0.5825530936364819
microALL,0.909534296567523,0.583435494710794
microALL,0.9093507222561872,0.5843331510612694
microALL,0.9091696597142673,0.5852313774448951
microALL,0.9089789566115348,0.5861170786721243
microALL,0.9087885883657151,0.5870021923795802
microALL,0.908597190338178,0.5878849117630516
microALL,0.908405241975031,0.5887667724780559
microALL,0.9082309745509315,0.5896682858431157
microALL,0.9080401933140863,0.5905499819204665
microALL,0.907845808046968,0.5914396241742296
microALL,0.907637465922081,0.5923117328079905
microALL,0.90743186739291,0.5931858916533528
microALL,0.9072416624034504,0.5940663313156623
microALL,0.9070397257018417,0.5949410470452368
microALL,0.9068662409452167,0.5958383476103205
microALL,0.906682744093235,0.5967230313106296
microALL,0.9065000649530812,0.597607215971547
microALL,0.9063147322068094,0.5984872963872733
microALL,0.9061306249329677,0.5993685837268705
microALL,0.9059364590827093,0.6002473617273996
microALL,0.9057572147045437,0.6011327521343219
microALL,0.9055775016914408,0.6020141938764094
microALL,0.9053994385827325,0.6028960498678407
microALL,0.9052385365285732,0.6037982792174189
microALL,0.9050608640349358,0.6046799217413573
microALL,0.9048860165510958,0.6055629577271959
microALL,0.9047113112259779,0.6064452088204525
microALL,0.904537935824927,0.6073279840347747
microALL,0.9043767842839202,0.608225047465797
microALL,0.9042066991134945,0.6091109034440416
microALL,0.9040503506443126,0.6100123857101799
microALL,0.9038928895314737,0.610911629492309
microALL,0.9037283268023314,0.6118017155793094
microALL,0.9035588301084705,0.6126858640957757
microALL,0.9033964282596444,0.6135774036636379
microALL,0.9032404104641829,0.6144762208824164
microALL,0.9030701708549692,0.6153569070777307
microALL,0.9029019382796334,0.6162384438059569
microALL,0.9027353686045373,0.6171221280072637
microALL,0.9025823879247361,0.6180208150546703
microALL,0.9024299004188677,0.6189199073476973
microALL,0.9022644180089026,0.6198013399244964
microALL,0.902111121829176,0.6206975303999073
microALL,0.9019397312666309,0.6215772499955441
microALL,0.9017745380622049,0.6224579251222502
microALL,0.9016108639274131,0.6233384140595257
microALL,0.9014484274537146,0.6242203518155893
microALL,0.9012954900630908,0.625112727607221
microALL,0.9011465670853903,0.6260090522883582
microALL,0.9009899305437831,0.6268946026421958
microALL,0.9008306549468428,0.6277766343819658
microALL,0.9006719943136628,0.6286587144412891
microALL,0.9005130830908048,0.6295400287008674
microALL,0.9003125725911966,0.6303873702271953
microALL,0.90012474612308,0.6312392326289086
microALL,0.8999359252074326,0.6320901676941549
microALL,0.8997406623364602,0.6329368520932871
microALL,0.8995561232200016,0.6337894177424207
microALL,0.899373299034386,0.6346427368229863
microALL,0.8991964857921529,0.63550252411964
microALL,0.8990228903074462,0.6363662452075981
microALL,0.898834647927704,0.6372153940334616
microALL,0.8986476986605356,0.6380656551555526
microALL,0.898449690106823,0.6389042397832765
microALL,0.8982700675762971,0.6397562060217891
microALL,0.898090752409502,0.6406079528205353
microALL,0.8979137888089551,0.6414617209609549
microALL,0.8977397395409723,0.6423183482588667
microALL,0.8975515502980449,0.6431655716210438
microALL,0.8973759049790543,0.644018448882712
microALL,0.8972038296992095,0.6448757827705467
microALL,0.8970428405295279,0.6457455843270082
microALL,0.8968805811919851,0.6466125625793285
microALL,0.8967101720331363,0.6474684729489096
microALL,0.8965392558032871,0.648322160963903
microALL,0.896371549695789,0.6491816571711627
microALL,0.8961822675064949,0.650020498745498
microALL,0.8960110540833707,0.6508724851176446
microALL,0.8958170227044021,0.6517036490794482
microALL,0.8956478223338843,0.6525559311339469
microALL,0.8954802629548276,0.6534091713826259
microALL,0.8953177031586765,0.6542682415835348
microALL,0.895138775567592,0.655116083125175
microALL,0.8949793088021298,0.6559791185003143
microALL,0.8947889075612087,0.6568102193620784
microALL,0.8945998546834183,0.6576421502266272
microALL,0.8944328734907174,0.6584925695510856
microALL,0.8942673026584198,0.6593435175839002
microALL,0.8941031849431369,0.6601955603080683
microALL,0.8939396575793628,0.6610475281067224
microALL,0.8937546296416772,0.6618803284554658
microALL,0.8935654543785806,0.6627055834040019
microALL,0.8933759555536069,0.6635299158551404
microALL,0.8931866342051467,0.6643532716405872
microALL,0.8929991839949774,0.6651782246496475
microALL,0.8928121023506564,0.6660023403679453
microALL,0.8926260329458219,0.6668272095683525
microALL,0.8924536619494036,0.6676697762620284
microALL,0.8922802679908349,0.6685106687916553
microALL,0.8920732517014488,0.6693142168450048
microALL,0.8919014361638236,0.6701559657922501
microALL,0.8917176726616364,0.6709796560831304
microALL,0.891544678068262,0.6718186761759423
microALL,0.8913393258338964,0.6726228010446452
microALL,0.8911567287478145,0.6734463902765667
microALL,0.8909752589430802,0.6742707438629797
microALL,0.8907847605975541,0.6750892546990072
microALL,0.8906148494953378,0.6759261444515539
microALL,0.8904402289404049,0.6767564897610461
microALL,0.8902614574401622,0.6775801222504946
microALL,0.8900836932736177,0.6784043159183117
microALL,0.8898860813429516,0.6792094933664268
microALL,0.8897044122870739,0.680028802015296
microALL,0.8895084731708182,0.6808339700269825
microALL,0.8893336138745475,0.6816577549855791
microALL,0.8891673306221912,0.6824925670537084
microALL,0.8889989320115047,0.6833242578249207
microALL,0.8888259392240594,0.6841483706480475
microALL,0.88865372905193,0.6849735440139181
microALL,0.8884828223549698,0.6857994328557714
microALL,0.8883113071170528,0.6866233865938363
microALL,0.8881401374999923,0.6874472983607126
microALL,0.8879698814089012,0.6882713952136466
microALL,0.8877996337572353,0.6890953267677451
microALL,0.8876098075539571,0.6899005867927865
microALL,0.8874413573063167,0.6907258027094246
microALL,0.8872722963900684,0.6915489442653588
microALL,0.8871051227331275,0.6923738799930388
microALL,0.8869384170176356,0.69319825852937
microALL,0.8867725991191687,0.694023155854554
microALL,0.88660771141245,0.6948484153514712
microALL,0.8864427205623993,0.6956732556101436
microALL,0.8862499927646966,0.6964694692037087
microALL,0.8860864276926181,0.6972941893086224
microALL,0.8858761848099761,0.6980730876705143
microALL,0.8856816892281261,0.6988661604047682
microALL,0.8854715628879332,0.6996433251267403
microALL,0.8852849085728436,0.7004436045282412
microALL,0.8851053416289234,0.7012551286640363
microALL,0.8849176467808493,0.7020527779215591
microALL,0.8847324129425015,0.7028522628837743
microALL,0.8845584117960112,0.7036676448113718
microALL,0.8843832832972576,0.7044809857591424
microALL,0.8841990572074401,0.7052801045978685
microALL,0.8840247697627476,0.7060940548179896
microALL,0.8838390359312389,0.706889925358056
microALL,0.8836543642179788,0.7076857319323829
microALL,0.8834712503647988,0.708483466183579
microALL,0.8832851857206188,0.7092772875170136
microALL,0.8830807062024453,0.7100521181604486
microALL,0.8828950619376009,0.7108457617230028
microALL,0.8827134117981164,0.7116421612632143
microALL,0.8825331616580293,0.7124393389225939
microALL,0.8823537184626001,0.7132449178182454
microALL,0.8821744929769291,0.7140415868903098
microALL,0.8819954391975529,0.7148384509663327
microALL,0.8818172743990077,0.7156349245820445
microALL,0.8816398150697226,0.7164315908460666
microALL,0.8814632815121259,0.7172288027676502
microALL,0.8812869099631508,0.7180262714178918
microALL,0.8811109226228306,0.7188229556279551
microALL,0.8809359855158211,0.7196202602514469
microALL,0.8807618269137788,0.7204182660226973
microALL,0.8805873779255154,0.7212156001249301
microALL,0.8804119752467799,0.7220116574478875
microALL,0.8802381894529608,0.7228076667463541
microALL,0.8800659245364181,0.7236044127647853
microALL,0.8799068605019547,0.7244198404807204
microALL,0.8797487377884572,0.7252362784083156
microALL,0.8795784946599353,0.7260332413953037
microALL,0.8794207693660288,0.7268490317810249
microALL,0.8792502153616336,0.7276457927367985
microALL,0.879080545233206,0.7284429238735469
microALL,0.8789110121210729,0.7292389980633184
