class,P,R
microALL,0.9578686737120232,0.3362589425561654
microALL,0.9576633076757182,0.33741662349592727
microALL,0.9574535535423503,0.3385681237244995
microALL,0.9572420677142919,0.33971769868395313
microALL,0.9570733398140593,0.34090239027669383
microALL,0.9568784988138641,0.3420600335452798
microALL,0.9566962264510287,0.3432307326126432
microALL,0.9565088527204728,0.3443934811996539
microALL,0.9563416209484874,0.34557408181286575
microALL,0.95615220853954,0.34673161117911294
microALL,0.9559641819788798,0.34788809242887314
microALL,0.9557685616152399,0.3490390014898206
microALL,0.9556049468501511,0.35021782074335345
microALL,0.9553918910977609,0.3513452570008897
microALL,0.9551724927171508,0.352467752674121
microALL,0.9549682136583388,0.35359776620798106
microALL,0.9547533598920774,0.3547206627725172
microALL,0.9545484518883124,0.3558492257912017
microALL,0.9543461725344563,0.3569772809202594
microALL,0.9541470669522243,0.35810606675702766
microALL,0.9539490247682407,0.3592359860903729
microALL,0.9537464177733498,0.36036146070582187
microALL,0.9535518558166833,0.3614906110066673
microALL,0.9533556931028332,0.36261780158239737
microALL,0.953161118751048,0.3637449125654948
microALL,0.952959995814854,0.3648671276088473
microALL,0.9527684611615169,0.3659947226265434
microALL,0.9525759982104834,0.36712118713988157
microALL,0.9523844004365066,0.36824730159750585
microALL,0.9521904397966999,0.36937088775157556
microALL,0.951996465189244,0.3704935419441355
microALL,0.9518055591026796,0.3716168363900877
microALL,0.9516233873036949,0.37274412908881943
microALL,0.951435757675316,0.3738671746379256
microALL,0.9512609031885538,0.37499763398264757
microALL,0.9510845863797848,0.3761271212248337
microALL,0.9509099549643374,0.3772563158011402
microALL,0.9507249447231056,0.37837792654562863
microALL,0.9505527080250606,0.3795068091162515
microALL,0.9503681257369009,0.3806258902977705
microALL,0.950199831340485,0.38175566793941257
microALL,0.9500197845810733,0.382876517461845
microALL,0.9498518590423874,0.3840043245338569
microALL,0.9496845654007655,0.3851312103594981
microALL,0.9495213524197627,0.3862607378124826
microALL,0.9493609224317777,0.38739127246070476
microALL,0.9491978392843009,0.3885190023703954
microALL,0.9490367926365011,0.38964785192318674
microALL,0.9488688866868287,0.3907715126437996
microALL,0.9486971782338024,0.39189073158959575
microALL,0.948508803950032,0.392988322257099
microALL,0.9483245599497532,0.39408887743751575
microALL,0.9481328100375096,0.39518349550137244
microALL,0.9479405247605619,0.3962758021904906
microALL,0.9477483155721805,0.39736679621542725
microALL,0.9475678488637478,0.39846569221553896
microALL,0.9473814600613505,0.39955984585418586
microALL,0.9472044913480232,0.40065980587274663
microALL,0.9470284836816758,0.40175954684712467
microALL,0.9468339928974727,0.40285244314142366
microALL,0.946657277804249,0.40395002712867334
microALL,0.9464718632789973,0.4050401040000721
microALL,0.9462897120892073,0.40613227497743365
microALL,0.946117144794582,0.4072294608766283
microALL,0.945938570582917,0.40832224678842777
microALL,0.9457733723545582,0.4094231984422742
microALL,0.9456090271131536,0.4105247838132405
microALL,0.9454446582770394,0.41162504455124554
microALL,0.945277287417994,0.41272054969424027
microALL,0.9451161380618553,0.4138206082437171
microALL,0.9449533212225996,0.4149191449911912
microALL,0.944792848355108,0.41601800494414576
microALL,0.9446327999560372,0.4171166099646324
microALL,0.9444734551126288,0.41821602475547015
microALL,0.9442865632050337,0.4192851563370259
microALL,0.9441033651626763,0.42035721791406083
microALL,0.9439092355348261,0.4214199046461309
microALL,0.9437180777690523,0.4224839439548362
microALL,0.9435362719280838,0.42355387587422527
microALL,0.9433540961312875,0.42462272761837655
microALL,0.9431781059774748,0.42569576830820505
microALL,0.9429973871108327,0.426764104816432
microALL,0.9428181283129426,0.42783116375536123
microALL,0.9426392187564958,0.42889951678299615
microALL,0.9424653911071854,0.4299712009144581
microALL,0.9422894240308377,0.43103967763861645
microALL,0.942083467709406,0.4320780786781529
microALL,0.9418791107294643,0.43311618540895624
microALL,0.9416665377999568,0.43414609632748496
microALL,0.9414589122710015,0.4351779462010451
microALL,0.941254489405683,0.4362126024493613
microALL,0.9410590267265216,0.43725353214339263
microALL,0.940856283608774,0.4382871344518235
microALL,0.9406604866784816,0.43932436118885176
microALL,0.9404463434847898,0.4403466700906908
microALL,0.9402501654803112,0.4413827335065053
microALL,0.9400324278385092,0.44239977465506014
microALL,0.9397935074376436,0.44339428607359693
microALL,0.9395731484452824,0.44440283212076676
microALL,0.9393548528275021,0.44541153158572183
microALL,0.9391422372255812,0.44642320540715363
microALL,0.9389229945003068,0.44742802798558795
microALL,0.9387150809150802,0.4484420637498946
microALL,0.9385099867364823,0.4494562345130283
microALL,0.9383037527358495,0.45046831439693413
microALL,0.9380714971588984,0.45145783773736453
microALL,0.937869379440839,0.45247169466485676
microALL,0.9376587426665641,0.45347791867796255
microALL,0.9374381435060273,0.45448137730459176
microALL,0.9372106196848602,0.4554774700140038
microALL,0.9369846303075459,0.45646850062628364
microALL,0.9367705423511722,0.4574677496724896
microALL,0.9365695012244079,0.45847558367071767
microALL,0.9363673266812486,0.45948308031744073
microALL,0.9361648585169271,0.46048993976613195
microALL,0.9359438998192592,0.4614777354943581
microALL,0.935737524162829,0.46248245705754115
microALL,0.9355303887576727,0.4634797045403991
microALL,0.9353218443093841,0.46447537828828456
microALL,0.9351036456667589,0.465460013333328
microALL,0.9348739208083551,0.46643348352147684
microALL,0.9346322825603436,0.4673937606543633
microALL,0.934421627124041,0.4683799558796991
microALL,0.9342018453664893,0.46935748327333193
microALL,0.933980268342532,0.47033169407947073
microALL,0.9337557866575762,0.4713044473623006
microALL,0.9335360364618915,0.47227970382929185
microALL,0.9333264895265972,0.4732630294581504
microALL,0.9331098518270192,0.4742362111051064
microALL,0.9328912676281919,0.4752073906865445
microALL,0.9326678227080485,0.4761748027218655
microALL,0.9324495105073496,0.4771435676530085
microALL,0.9322461331010764,0.4781261647489571
microALL,0.9320259120652595,0.47909109371900815
microALL,0.9318130339038514,0.4800610310377677
microALL,0.9316129043343545,0.481041740112615
microALL,0.9314012721589598,0.48201077023683736
microALL,0.9311947768705681,0.48298241178803875
microALL,0.9309942277800703,0.48395931910233636
microALL,0.9307851316271565,0.48492747986418366
microALL,0.9305799605186532,0.48589990807020994
microALL,0.9303735354233195,0.486868529420269
microALL,0.9301691606926975,0.4878384346592097
microALL,0.9299712505110607,0.48881345873832716
microALL,0.9297799805994497,0.489793207125334
microALL,0.9295819241355394,0.49076576267961824
microALL,0.9293920640246852,0.49174497086612223
microALL,0.929194312867839,0.49271617519427185
microALL,0.9290089327731696,0.4936979379505721
microALL,0.9288216931064305,0.494678663565127
microALL,0.9286213644226595,0.4956459439168507
microALL,0.9284360875543409,0.49662387720840073
microALL,0.928242031092684,0.4975941315526532
microALL,0.9280610539066302,0.49857587355854915
microALL,0.9278798501345251,0.49955534643805205
microALL,0.9276946490485293,0.5005297691767323
microALL,0.9275170651107982,0.5015112245507033
microALL,0.9273434326785546,0.502496048086506
microALL,0.9271708584799652,0.5034812155102787
microALL,0.9269943568395723,0.5044606841273084
microALL,0.9268154186291523,0.5054383853350252
microALL,0.9266253250475098,0.5064038063571553
microALL,0.9264486380413122,0.5073809661682324
microALL,0.9262697516766231,0.5083564745509108
microALL,0.9260961970910592,0.5093361282286233
microALL,0.9259195735618363,0.5103121786630356
microALL,0.9257356638736466,0.511280609618552
microALL,0.9255548481641782,0.5122503854623827
microALL,0.9253648741923393,0.5132086060471004
microALL,0.9251790792930694,0.5141714461682251
microALL,0.9250029810920457,0.5151442546862516
microALL,0.924817415578827,0.5161119337156351
microALL,0.9246278345100506,0.5170686811502292
microALL,0.9244393521389743,0.5180282988181741
microALL,0.9242549886930045,0.5189922866638079
microALL,0.9240821600452805,0.5199649871633817
microALL,0.9239133512116061,0.5209384458019147
microALL,0.923732174812679,0.5218985813333763
microALL,0.923564104502203,0.5228706333275739
microALL,0.9233974963566857,0.5238415745328016
microALL,0.9232221402893862,0.5248040333494032
microALL,0.9230458528460964,0.5257645935146176
microALL,0.9228675362907112,0.5267218091987407
microALL,0.9226737760347852,0.527662413658187
microALL,0.9224925782916984,0.5286143699972297
microALL,0.9223093218945162,0.5295646637518164
microALL,0.9221187578773302,0.5305067945772367
microALL,0.9219398304876419,0.5314585904748161
microALL,0.9217523173678813,0.5324005498261857
microALL,0.92157195824187,0.5333493945232837
microALL,0.9213951806204146,0.5343005541361372
microALL,0.92120595184641,0.5352388420837385
microALL,0.9210169612573887,0.5361751258005124
microALL,0.9208317694845599,0.5371145700360337
microALL,0.9206384808269895,0.5380442806918935
microALL,0.9204444446822988,0.5389722927529416
microALL,0.9202479980802025,0.5398978245359577
microALL,0.9200654022933517,0.5408372366855572
microALL,0.919881681468997,0.5417742045282998
microALL,0.919692669320918,0.5427058727945245
microALL,0.91951889494649,0.5436524564786491
microALL,0.919331959723396,0.5445831942952866
microALL,0.9191462331492747,0.5455136472384766
microALL,0.9189558650790183,0.5464387299114195
microALL,0.9187798125991778,0.5473780342927563
microALL,0.9185906675851179,0.548301360153377
microALL,0.9184108774199107,0.5492344762807232
microALL,0.9182286071741862,0.5501638883766878
microALL,0.9180556164658862,0.5511015393527217
microALL,0.9178700286238468,0.5520262031864136
microALL,0.9176927241528955,0.5529591312305787
microALL,0.9175065727861836,0.5538812123917339
microALL,0.9173266123900351,0.554809273651569
microALL,0.9171505557841463,0.5557406142454081
microALL,0.9169665390993519,0.5566624782617857
microALL,0.9167950450415987,0.5575976301424521
microALL,0.9166119759017344,0.5585201176686752
microALL,0.9164293576069317,0.5594410985571256
microALL,0.9162460458216833,0.5603602295791863
microALL,0.91607419124162,0.5612909696283332
microALL,0.9159026075882583,0.5622215957416444
microALL,0.9157243657369626,0.5631436757464647
microALL,0.9155461709659659,0.5640650943943877
microALL,0.915371282994701,0.564989867058467
microALL,0.9151961141232356,0.5659131202661667
microALL,0.915032524725556,0.5668480012640064
microALL,0.9148567109950224,0.5677685674027291
microALL,0.9146935465831747,0.5687022302152175
microALL,0.914544001313323,0.5696496829721415
microALL,0.9143797762717616,0.5705802011758844
microALL,0.9142028821267084,0.5714957921841162
microALL,0.9140210395411486,0.5724052230565914
microALL,0.9138366163531237,0.5733117065955955
microALL,0.9136553934466882,0.5742207800548512
microALL,0.9134703136559962,0.5751256877361847
microALL,0.9132871409809759,0.5760320229589432
microALL,0.9130978827798248,0.5769308098712582
microALL,0.91291303375265,0.5778343778088308
microALL,0.9127302603886236,0.578741514757781
microALL,0.9125480361639763,0.5796472764561
microALL,0.9123647873520735,0.5805505443893488
microALL,0.912169974912173,0.5814386394784747
microALL,0.9119775036589378,0.5823289162249362
microALL,0.9117862784789045,0.5832220090368841
microALL,0.9116025182453397,0.5841215539401085
microALL,0.9114202005168011,0.585022199069071
microALL,0.9112405084361344,0.5859241919508749
microALL,0.9110512889462148,0.5868150397780899
microALL,0.9108628729361076,0.5877058889408058
microALL,0.910673300392975,0.5885935568528342
microALL,0.9104855343686903,0.5894831230688283
microALL,0.9103020409935447,0.5903778348570897
microALL,0.9101167890086503,0.5912701043827994
microALL,0.9099287321460219,0.5921556795782118
microALL,0.909743984382121,0.5930449994729406
microALL,0.9095800152463879,0.5939582353514901
microALL,0.9094067488119261,0.5948602238740609
microALL,0.9092396217798236,0.5957694589168668
microALL,0.9090525531080349,0.5966553646021453
microALL,0.9088681750024616,0.5975426093163458
microALL,0.9086845024768985,0.5984292348348584
microALL,0.9085032065117497,0.599317235739083
microALL,0.9083290574983408,0.6002126407576458
microALL,0.9081595949302738,0.6011133759135092
microALL,0.907988187219546,0.6020113856165322
microALL,0.907813471189115,0.6029036083183557
microALL,0.9076354099551409,0.6037911961842956
microALL,0.9074623552586211,0.6046851114261725
microALL,0.907295700189819,0.6055850423150243
microALL,0.9071219935020969,0.6064751199683822
microALL,0.9069482541964852,0.607364671170557
microALL,0.906777312539659,0.6082554794906659
microALL,0.9066074004783184,0.6091476077373781
microALL,0.9064351293966103,0.610034884248622
microALL,0.9062784041234229,0.6109385531200577
microALL,0.9061157391000192,0.6118347266349421
microALL,0.9059513165689115,0.6127300934131809
microALL,0.9057858181411396,0.6136244720247789
microALL,0.9056136133950599,0.6145103819860911
microALL,0.9054457708813723,0.6154012829450013
microALL,0.905287211970321,0.616300728394524
microALL,0.9051250104298897,0.6171950101739561
microALL,0.9049585234779034,0.618082582782762
microALL,0.9047908710285085,0.6189683585123953
microALL,0.9046287331348591,0.6198601015308419
microALL,0.9044669583719308,0.6207510682428716
microALL,0.9043004357972916,0.6216364114174717
microALL,0.9041412001552593,0.6225290275876597
microALL,0.90398105563084,0.6234198003276628
microALL,0.9038176046443351,0.6243053506605144
microALL,0.9036530467328341,0.6251888286415443
microALL,0.9034958745985976,0.6260797562286283
microALL,0.903342298976123,0.6269750062077376
microALL,0.9031815155164206,0.6278604921851425
microALL,0.9030229765427461,0.6287488910113967
microALL,0.9028666690561437,0.6296384493881746
microALL,0.9027092399133686,0.6305247960852128
microALL,0.9025231646778133,0.6313820420118046
microALL,0.902343546228946,0.6322461568022667
microALL,0.9021664907582754,0.6331153420979462
microALL,0.9019944428559854,0.6339868919458074
microALL,0.9018199033357985,0.6348553947787833
microALL,0.9016391582916604,0.6357148680605801
microALL,0.9014577715424659,0.636573017124854
microALL,0.9012786648802638,0.6374337807905474
microALL,0.9011014546539655,0.6382952125856038
microALL,0.9009268172427813,0.6391611914404048
microALL,0.9007468245711437,0.6400193359934285
microALL,0.9005662987178361,0.6408755629293195
microALL,0.9003891845708715,0.6417338336209476
microALL,0.9002127350173103,0.6425924251910667
microALL,0.9000356372842622,0.6434490917227365
microALL,0.899862285157023,0.6443089870223212
microALL,0.8996983959522423,0.6451803378779979
microALL,0.8995319929927412,0.6460476628723731
microALL,0.899360283793544,0.6469077721478337
microALL,0.8991967337310482,0.6477790636171521
microALL,0.8990330644927487,0.6486497651673463
microALL,0.8988600252921226,0.6495100188271113
microALL,0.8986911326444418,0.6503729531527156
microALL,0.8985267240965586,0.6512408859620531
microALL,0.8983604014388833,0.6521036383620529
microALL,0.8981997170031023,0.6529725686534038
microALL,0.8980400308411701,0.6538419054145033
microALL,0.89787111404914,0.6546981813720437
microALL,0.897704497529231,0.6555557548074106
microALL,0.8975461785609585,0.6564250764401368
microALL,0.8973872660166186,0.6572943192173845
microALL,0.8972173094399377,0.6581493800495313
microALL,0.8970519703239446,0.6590065604771175
microALL,0.8968877853673044,0.6598636668200253
microALL,0.8967239912511318,0.6607208143739748
microALL,0.8965663292192655,0.661585700671717
microALL,0.8964090834478996,0.6624498366615735
microALL,0.8962573218367214,0.6633203806168979
microALL,0.8960783435336345,0.6641636234774222
microALL,0.8958981548489621,0.665004957570004
microALL,0.8957086735264329,0.6658320506661911
microALL,0.8955205654975344,0.6666611350402932
microALL,0.8953325796114526,0.6674883185542534
microALL,0.8951451125326787,0.6683156588394262
microALL,0.8949589547236908,0.669144030380554
microALL,0.8947731589485896,0.6699719465216251
microALL,0.8945878220908771,0.6708002931365337
microALL,0.8944029417223927,0.6716275233126082
microALL,0.8942191553864006,0.6724560754961585
microALL,0.8940338037150388,0.6732832416427905
microALL,0.8938516532355448,0.6741116944059007
microALL,0.893668867577329,0.6749390588995564
microALL,0.8934855478376932,0.6757663181542752
microALL,0.8933035999229408,0.676594869988446
microALL,0.8931233089392918,0.6774231139983777
microALL,0.8929447634978862,0.678252073951852
microALL,0.8927759156476781,0.6790946584845805
microALL,0.8926011594979024,0.6799294416547761
microALL,0.8924220737329044,0.6807566099700862
microALL,0.8922440411996418,0.6815844201436693
microALL,0.8920673457030311,0.6824129084670846
microALL,0.8918861089941016,0.6832378443322719
microALL,0.8917115965641157,0.6840672326730249
microALL,0.8915373950404296,0.6848959028951187
microALL,0.8913633113117174,0.6857238393549046
microALL,0.8911905874885633,0.6865520241038495
microALL,0.8910190257482395,0.6873811425641503
microALL,0.8908487154194873,0.6882114117380944
microALL,0.890689921533959,0.6890585310981034
microALL,0.8905194665121023,0.6898868199679038
microALL,0.8903489732123171,0.6907149722361856
microALL,0.8901565366187599,0.6915211219824533
microALL,0.889997765003015,0.6923635290126804
microALL,0.8898397174808554,0.6932059718193013
microALL,0.8896814489449375,0.6940485008489967
microALL,0.8895137028080442,0.6948759372649872
microALL,0.889347035637769,0.6957042109074899
microALL,0.8891899661600826,0.6965452127720975
microALL,0.889003824402177,0.6973537359485724
microALL,0.8888355756033018,0.6981782026880374
microALL,0.8886431420795385,0.6989779126722756
microALL,0.888453023806809,0.6997803274041863
microALL,0.8882620044061482,0.700580276457655
microALL,0.8880713403492803,0.7013799025036415
microALL,0.8878826964256428,0.7021815767465079
microALL,0.8876941215184206,0.702982121498068
microALL,0.8875034928277135,0.7037800046557086
microALL,0.8873155190709395,0.7045799116132421
microALL,0.8871275198082033,0.7053787738225614
microALL,0.8869404593403781,0.7061784434320877
microALL,0.8867593752119949,0.7069848167199677
microALL,0.8865569634434033,0.7077712815092114
microALL,0.8863724832288206,0.7085716963360111
microALL,0.8861878750912484,0.7093706578188256
microALL,0.8860044147536891,0.7101709696412704
microALL,0.8858214601047465,0.7109710161575828
microALL,0.8856388271162978,0.7117704626527785
microALL,0.8854568767665587,0.7125702997828727
microALL,0.8852760581865555,0.7133706344170229
microALL,0.8850958690059146,0.7141712720094096
microALL,0.8849165316718008,0.7149721320749476
microALL,0.884737906991266,0.7157729363327169
microALL,0.8845590025501603,0.7165730208898202
microALL,0.8843799094582004,0.7173717756730013
microALL,0.8842036308535299,0.7181733137396159
microALL,0.8840354770159836,0.718986811173996
microALL,0.8838580785004326,0.7197858141256573
microALL,0.8836812458493326,0.7205842639688913
microALL,0.8835054661236332,0.7213834906028086
microALL,0.8833293562515501,0.7221820615364893
microALL,0.8831561577395575,0.7229836287909456
microALL,0.8829897562308137,0.7237959249946629
microALL,0.8827907881343345,0.7245703789818111
microALL,0.8826011506359506,0.7253579823706815
microALL,0.8824108764889542,0.7261442612725362
microALL,0.8822217300289442,0.7269310665807873
microALL,0.882033178369164,0.7277179691825656
microALL,0.881834727817148,0.7284891535283109
microALL,0.8816367240625285,0.7292597307629103
microALL,0.8814393837956277,0.7300310531508878
microALL,0.8812427039061063,0.7308020758847751
microALL,0.8810469430296662,0.7315744298028907
